YYZ,YWG
YYZ,YXE
YYZ,YYC
YYZ,YYG
YYZ,YYJ
YYZ,YYT
YZF,YEG
YVR,OGG
YVR,ORD
YVR,PSP
YVR,PVR
YVR,SFO
YVR,SJD
YVR,SNA
YVR,YEG
YVR,YLW
YVR,YQR
YVR,YUL
YVR,YWG
YVR,YXE
YVR,YXJ
YVR,YXS
YVR,YXT
YVR,YYC
YVR,YYJ
YVR,YYZ
YWG,LAS
YWG,YEG
YWG,YOW
YWG,YQR
YWG,YQT
YWG,YUL
YWG,YVR
YWG,YXE
YWG,YXU
YWG,YYC
YWG,YYZ
YXE,LAS
YXE,YEG
DME,YEG
DME,YYC
DME,YWG
DME,YQT
DME,HAV
DME,BER
BER,DME
YYC,DME
LAS,DME
LAX,DME
YVR,DME
YOW,DME
DME,YOW
HAM,DME
HAM,BER
HAM,LAX
LAX,HAM
BER,HAM
HAV,HAM
CDG,HAM
CDG,LAS
CDG,LAX
CDG,HAV
CDG,YYC
CDG,YUL
CDG,YXE
YXE,CDG
LAS,CDG
HAV,CDG
BER,CDG
YWG,CDG
YXU,CDG
CDG,POP
POP,CDG
AUA,CDG
CDG,AUA
CDG,ANU
BER,ANU
ANU,BER
HAV,ANU
ANU,HAV
